route,airline,travel_date,booking_date,advance_window_days,fare_class,base_fare,taxes,udf,convenience_fee,total_fare,source,timestamp_collected
DEL-BOM,IndiGo,2026-07-22,2026-07-15,7,Economy Saver,750.65,135.12,70.48,35,991.25,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,Air India,2026-07-22,2026-07-15,7,Economy Flex,888.16,159.87,70.48,42,1160.51,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BOM,Air India Express,2026-07-22,2026-07-15,7,Premium Economy,820.38,147.67,70.48,49,1087.53,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BOM,Akasa Air,2026-07-22,2026-07-15,7,Economy Saver,805.23,144.94,70.48,35,1055.65,ixigo,2026-07-15T00:00:00+00:00
DEL-BOM,SpiceJet,2026-07-22,2026-07-15,7,Economy Flex,858.33,154.5,70.48,42,1125.31,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,IndiGo,2026-07-30,2026-07-15,15,Economy Saver,712.64,128.28,70.48,35,946.4,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,Air India,2026-07-30,2026-07-15,15,Economy Flex,754.2,135.76,70.48,42,1002.44,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BOM,Air India Express,2026-07-30,2026-07-15,15,Premium Economy,779.59,140.33,70.48,49,1039.4,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BOM,Akasa Air,2026-07-30,2026-07-15,15,Economy Saver,808.58,145.54,70.48,35,1059.6,ixigo,2026-07-15T00:00:00+00:00
DEL-BOM,SpiceJet,2026-07-30,2026-07-15,15,Economy Flex,790.53,142.3,70.48,42,1045.31,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-14,2026-07-15,30,Economy Saver,654.99,117.9,70.48,35,878.37,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,Air India,2026-08-14,2026-07-15,30,Economy Flex,646.2,116.32,70.48,42,875.0,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-14,2026-07-15,30,Premium Economy,673.0,121.14,70.48,49,913.62,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-14,2026-07-15,30,Economy Saver,685.28,123.35,70.48,35,914.11,ixigo,2026-07-15T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-14,2026-07-15,30,Economy Flex,697.66,125.58,70.48,42,935.72,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-29,2026-07-15,45,Economy Saver,537.72,96.79,70.48,35,739.99,airline site,2026-07-15T00:00:00+00:00
DEL-BOM,Air India,2026-08-29,2026-07-15,45,Economy Flex,546.9,98.44,70.48,42,757.82,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-29,2026-07-15,45,Premium Economy,567.68,102.18,70.48,49,789.34,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-29,2026-07-15,45,Economy Saver,565.37,101.77,70.48,35,772.62,ixigo,2026-07-15T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-29,2026-07-15,45,Economy Flex,595.1,107.12,70.48,42,814.7,airline site,2026-07-15T00:00:00+00:00
DEL-BLR,IndiGo,2026-07-16,2026-07-15,1,Economy Saver,1050.31,189.06,81.32,35,1355.69,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India,2026-07-16,2026-07-15,1,Economy Flex,1231.2,221.62,81.32,42,1576.14,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India Express,2026-07-16,2026-07-15,1,Premium Economy,1240.28,223.25,81.32,49,1593.85,ixigo,2026-07-15T00:00:00+00:00
DEL-BLR,Akasa Air,2026-07-16,2026-07-15,1,Economy Saver,1312.21,236.2,81.32,35,1664.73,airline site,2026-07-15T00:00:00+00:00
DEL-BLR,SpiceJet,2026-07-16,2026-07-15,1,Economy Flex,1343.98,241.92,81.32,42,1709.22,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,IndiGo,2026-07-22,2026-07-15,7,Economy Saver,1024.09,184.34,81.32,35,1324.75,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India,2026-07-22,2026-07-15,7,Economy Flex,1038.45,186.92,81.32,42,1348.69,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India Express,2026-07-22,2026-07-15,7,Premium Economy,1117.45,201.14,81.32,49,1448.91,ixigo,2026-07-15T00:00:00+00:00
DEL-BLR,Akasa Air,2026-07-22,2026-07-15,7,Economy Saver,1226.56,220.78,81.32,35,1563.66,airline site,2026-07-15T00:00:00+00:00
DEL-BLR,SpiceJet,2026-07-22,2026-07-15,7,Economy Flex,1276.75,229.81,81.32,42,1629.88,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,IndiGo,2026-07-30,2026-07-15,15,Economy Saver,920.64,165.72,81.32,35,1202.68,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India,2026-07-30,2026-07-15,15,Economy Flex,972.18,174.99,81.32,42,1270.49,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India Express,2026-07-30,2026-07-15,15,Premium Economy,1019.37,183.49,81.32,49,1333.18,ixigo,2026-07-15T00:00:00+00:00
DEL-BLR,Akasa Air,2026-07-30,2026-07-15,15,Economy Saver,1072.82,193.11,81.32,35,1382.25,airline site,2026-07-15T00:00:00+00:00
DEL-BLR,SpiceJet,2026-07-30,2026-07-15,15,Economy Flex,1058.99,190.62,81.32,42,1372.93,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,IndiGo,2026-08-14,2026-07-15,30,Economy Saver,823.73,148.27,81.32,35,1088.32,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India,2026-08-14,2026-07-15,30,Economy Flex,876.37,157.75,81.32,42,1157.44,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India Express,2026-08-14,2026-07-15,30,Premium Economy,943.43,169.82,81.32,49,1243.57,ixigo,2026-07-15T00:00:00+00:00
DEL-BLR,Akasa Air,2026-08-14,2026-07-15,30,Economy Saver,923.11,166.16,81.32,35,1205.59,airline site,2026-07-15T00:00:00+00:00
DEL-BLR,SpiceJet,2026-08-14,2026-07-15,30,Economy Flex,999.56,179.92,81.32,42,1302.8,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,IndiGo,2026-08-29,2026-07-15,45,Economy Saver,708.29,127.49,81.32,35,952.1,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India,2026-08-29,2026-07-15,45,Economy Flex,668.95,120.41,81.32,42,912.68,Cleartrip,2026-07-15T00:00:00+00:00
DEL-BLR,Air India Express,2026-08-29,2026-07-15,45,Premium Economy,720.94,129.77,81.32,49,981.03,ixigo,2026-07-15T00:00:00+00:00
DEL-BLR,Akasa Air,2026-08-29,2026-07-15,45,Economy Saver,779.68,140.34,81.32,35,1036.34,airline site,2026-07-15T00:00:00+00:00
DEL-BLR,SpiceJet,2026-08-29,2026-07-15,45,Economy Flex,759.53,136.72,81.32,42,1019.57,MakeMyTrip,2026-07-15T00:00:00+00:00
BOM-BLR,IndiGo,2026-07-16,2026-07-15,1,Economy Saver,648.45,116.72,65.16,35,865.33,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,Air India,2026-07-16,2026-07-15,1,Economy Flex,714.5,128.61,65.16,42,950.27,ixigo,2026-07-15T00:00:00+00:00
BOM-BLR,Air India Express,2026-07-16,2026-07-15,1,Premium Economy,698.08,125.65,65.16,49,937.89,airline site,2026-07-15T00:00:00+00:00
BOM-BLR,Akasa Air,2026-07-16,2026-07-15,1,Economy Saver,759.42,136.7,65.16,35,996.28,MakeMyTrip,2026-07-15T00:00:00+00:00
BOM-BLR,SpiceJet,2026-07-16,2026-07-15,1,Economy Flex,762.76,137.3,65.16,42,1007.22,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,IndiGo,2026-07-22,2026-07-15,7,Economy Saver,621.2,111.82,65.16,35,833.18,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,Air India,2026-07-22,2026-07-15,7,Economy Flex,660.71,118.93,65.16,42,886.8,ixigo,2026-07-15T00:00:00+00:00
BOM-BLR,Air India Express,2026-07-22,2026-07-15,7,Premium Economy,677.51,121.95,65.16,49,913.62,airline site,2026-07-15T00:00:00+00:00
BOM-BLR,Akasa Air,2026-07-22,2026-07-15,7,Economy Saver,716.41,128.95,65.16,35,945.52,MakeMyTrip,2026-07-15T00:00:00+00:00
BOM-BLR,SpiceJet,2026-07-22,2026-07-15,7,Economy Flex,695.07,125.11,65.16,42,927.34,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,IndiGo,2026-07-30,2026-07-15,15,Economy Saver,585.08,105.31,65.16,35,790.55,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,Air India,2026-07-30,2026-07-15,15,Economy Flex,601.0,108.18,65.16,42,816.34,ixigo,2026-07-15T00:00:00+00:00
BOM-BLR,Air India Express,2026-07-30,2026-07-15,15,Premium Economy,636.07,114.49,65.16,49,864.72,airline site,2026-07-15T00:00:00+00:00
BOM-BLR,Akasa Air,2026-07-30,2026-07-15,15,Economy Saver,614.55,110.62,65.16,35,825.33,MakeMyTrip,2026-07-15T00:00:00+00:00
BOM-BLR,SpiceJet,2026-07-30,2026-07-15,15,Economy Flex,681.18,122.61,65.16,42,910.95,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,IndiGo,2026-08-14,2026-07-15,30,Economy Saver,542.76,97.7,65.16,35,740.62,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,Air India,2026-08-14,2026-07-15,30,Economy Flex,525.92,94.67,65.16,42,727.75,ixigo,2026-07-15T00:00:00+00:00
BOM-BLR,Air India Express,2026-08-14,2026-07-15,30,Premium Economy,589.14,106.05,65.16,49,809.35,airline site,2026-07-15T00:00:00+00:00
BOM-BLR,Akasa Air,2026-08-14,2026-07-15,30,Economy Saver,626.49,112.77,65.16,35,839.42,MakeMyTrip,2026-07-15T00:00:00+00:00
BOM-BLR,SpiceJet,2026-08-14,2026-07-15,30,Economy Flex,618.14,111.27,65.16,42,836.57,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,IndiGo,2026-08-29,2026-07-15,45,Economy Saver,458.28,82.49,65.16,35,640.93,Cleartrip,2026-07-15T00:00:00+00:00
BOM-BLR,Air India,2026-08-29,2026-07-15,45,Economy Flex,452.72,81.49,65.16,42,641.37,ixigo,2026-07-15T00:00:00+00:00
BOM-BLR,Air India Express,2026-08-29,2026-07-15,45,Premium Economy,440.01,79.2,65.16,49,633.37,airline site,2026-07-15T00:00:00+00:00
BOM-BLR,Akasa Air,2026-08-29,2026-07-15,45,Economy Saver,447.44,80.54,65.16,35,628.14,MakeMyTrip,2026-07-15T00:00:00+00:00
BOM-BLR,SpiceJet,2026-08-29,2026-07-15,45,Economy Flex,488.49,87.93,65.16,42,683.58,Cleartrip,2026-07-15T00:00:00+00:00
DEL-CCU,IndiGo,2026-07-16,2026-07-15,1,Economy Saver,886.09,159.5,73.49,35,1154.08,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,Air India,2026-07-16,2026-07-15,1,Economy Flex,906.01,163.08,73.49,42,1184.58,airline site,2026-07-15T00:00:00+00:00
DEL-CCU,Air India Express,2026-07-16,2026-07-15,1,Premium Economy,973.91,175.3,73.49,49,1271.7,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-CCU,Akasa Air,2026-07-16,2026-07-15,1,Economy Saver,1037.4,186.73,73.49,35,1332.62,Cleartrip,2026-07-15T00:00:00+00:00
DEL-CCU,SpiceJet,2026-07-16,2026-07-15,1,Economy Flex,978.13,176.06,73.49,42,1269.68,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,IndiGo,2026-07-22,2026-07-15,7,Economy Saver,840.81,151.35,73.49,35,1100.65,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,Air India,2026-07-22,2026-07-15,7,Economy Flex,943.93,169.91,73.49,42,1229.33,airline site,2026-07-15T00:00:00+00:00
DEL-CCU,Air India Express,2026-07-22,2026-07-15,7,Premium Economy,877.76,158.0,73.49,49,1158.25,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-CCU,Akasa Air,2026-07-22,2026-07-15,7,Economy Saver,986.01,177.48,73.49,35,1271.98,Cleartrip,2026-07-15T00:00:00+00:00
DEL-CCU,SpiceJet,2026-07-22,2026-07-15,7,Economy Flex,961.74,173.11,73.49,42,1250.34,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,IndiGo,2026-07-30,2026-07-15,15,Economy Saver,804.47,144.8,73.49,35,1057.76,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,Air India,2026-07-30,2026-07-15,15,Economy Flex,851.51,153.27,73.49,42,1120.27,airline site,2026-07-15T00:00:00+00:00
DEL-CCU,Air India Express,2026-07-30,2026-07-15,15,Premium Economy,868.89,156.4,73.49,49,1147.78,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-CCU,Akasa Air,2026-07-30,2026-07-15,15,Economy Saver,904.08,162.73,73.49,35,1175.3,Cleartrip,2026-07-15T00:00:00+00:00
DEL-CCU,SpiceJet,2026-07-30,2026-07-15,15,Economy Flex,855.92,154.07,73.49,42,1125.48,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,IndiGo,2026-08-14,2026-07-15,30,Economy Saver,740.62,133.31,73.49,35,982.42,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,Air India,2026-08-14,2026-07-15,30,Economy Flex,710.15,127.83,73.49,42,953.47,airline site,2026-07-15T00:00:00+00:00
DEL-CCU,Air India Express,2026-08-14,2026-07-15,30,Premium Economy,766.5,137.97,73.49,49,1026.96,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-CCU,Akasa Air,2026-08-14,2026-07-15,30,Economy Saver,791.03,142.39,73.49,35,1041.91,Cleartrip,2026-07-15T00:00:00+00:00
DEL-CCU,SpiceJet,2026-08-14,2026-07-15,30,Economy Flex,822.99,148.14,73.49,42,1086.62,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,IndiGo,2026-08-29,2026-07-15,45,Economy Saver,571.09,102.8,73.49,35,782.38,ixigo,2026-07-15T00:00:00+00:00
DEL-CCU,Air India,2026-08-29,2026-07-15,45,Economy Flex,564.7,101.65,73.49,42,781.84,airline site,2026-07-15T00:00:00+00:00
DEL-CCU,Air India Express,2026-08-29,2026-07-15,45,Premium Economy,570.32,102.66,73.49,49,795.47,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-CCU,Akasa Air,2026-08-29,2026-07-15,45,Economy Saver,635.15,114.33,73.49,35,857.97,Cleartrip,2026-07-15T00:00:00+00:00
DEL-CCU,SpiceJet,2026-08-29,2026-07-15,45,Economy Flex,637.29,114.71,73.49,42,867.49,ixigo,2026-07-15T00:00:00+00:00
BLR-HYD,IndiGo,2026-07-16,2026-07-15,1,Economy Saver,474.41,85.39,58.26,35,653.06,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,Air India,2026-07-16,2026-07-15,1,Economy Flex,470.29,84.65,58.26,42,655.2,MakeMyTrip,2026-07-15T00:00:00+00:00
BLR-HYD,Air India Express,2026-07-16,2026-07-15,1,Premium Economy,462.15,83.19,58.26,49,652.6,Cleartrip,2026-07-15T00:00:00+00:00
BLR-HYD,Akasa Air,2026-07-16,2026-07-15,1,Economy Saver,509.65,91.74,58.26,35,694.65,ixigo,2026-07-15T00:00:00+00:00
BLR-HYD,SpiceJet,2026-07-16,2026-07-15,1,Economy Flex,500.78,90.14,58.26,42,691.18,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,IndiGo,2026-07-22,2026-07-15,7,Economy Saver,444.93,80.09,58.26,35,618.28,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,Air India,2026-07-22,2026-07-15,7,Economy Flex,443.29,79.79,58.26,42,623.34,MakeMyTrip,2026-07-15T00:00:00+00:00
BLR-HYD,Air India Express,2026-07-22,2026-07-15,7,Premium Economy,485.17,87.33,58.26,49,679.76,Cleartrip,2026-07-15T00:00:00+00:00
BLR-HYD,Akasa Air,2026-07-22,2026-07-15,7,Economy Saver,461.32,83.04,58.26,35,637.62,ixigo,2026-07-15T00:00:00+00:00
BLR-HYD,SpiceJet,2026-07-22,2026-07-15,7,Economy Flex,479.83,86.37,58.26,42,666.46,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,IndiGo,2026-07-30,2026-07-15,15,Economy Saver,417.48,75.15,58.26,35,585.89,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,Air India,2026-07-30,2026-07-15,15,Economy Flex,413.45,74.42,58.26,42,588.13,MakeMyTrip,2026-07-15T00:00:00+00:00
BLR-HYD,Air India Express,2026-07-30,2026-07-15,15,Premium Economy,439.99,79.2,58.26,49,626.45,Cleartrip,2026-07-15T00:00:00+00:00
BLR-HYD,Akasa Air,2026-07-30,2026-07-15,15,Economy Saver,466.29,83.93,58.26,35,643.48,ixigo,2026-07-15T00:00:00+00:00
BLR-HYD,SpiceJet,2026-07-30,2026-07-15,15,Economy Flex,449.18,80.85,58.26,42,630.29,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,IndiGo,2026-08-14,2026-07-15,30,Economy Saver,392.99,70.74,58.26,35,556.99,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,Air India,2026-08-14,2026-07-15,30,Economy Flex,370.09,66.62,58.26,42,536.97,MakeMyTrip,2026-07-15T00:00:00+00:00
BLR-HYD,Air India Express,2026-08-14,2026-07-15,30,Premium Economy,405.84,73.05,58.26,49,586.15,Cleartrip,2026-07-15T00:00:00+00:00
BLR-HYD,Akasa Air,2026-08-14,2026-07-15,30,Economy Saver,411.33,74.04,58.26,35,578.63,ixigo,2026-07-15T00:00:00+00:00
BLR-HYD,SpiceJet,2026-08-14,2026-07-15,30,Economy Flex,413.91,74.5,58.26,42,588.67,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,IndiGo,2026-08-29,2026-07-15,45,Economy Saver,345.28,62.15,58.26,35,500.69,airline site,2026-07-15T00:00:00+00:00
BLR-HYD,Air India,2026-08-29,2026-07-15,45,Economy Flex,341.67,61.5,58.26,42,503.43,MakeMyTrip,2026-07-15T00:00:00+00:00
BLR-HYD,Air India Express,2026-08-29,2026-07-15,45,Premium Economy,348.68,62.76,58.26,49,518.7,Cleartrip,2026-07-15T00:00:00+00:00
BLR-HYD,Akasa Air,2026-08-29,2026-07-15,45,Economy Saver,353.09,63.56,58.26,35,509.91,ixigo,2026-07-15T00:00:00+00:00
BLR-HYD,SpiceJet,2026-08-29,2026-07-15,45,Economy Flex,346.53,62.38,58.26,42,509.17,airline site,2026-07-15T00:00:00+00:00
MAA-DEL,IndiGo,2026-07-16,2026-07-15,1,Economy Saver,1092.29,196.61,81.68,35,1405.58,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India,2026-07-16,2026-07-15,1,Economy Flex,1248.17,224.67,81.68,42,1596.52,Cleartrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India Express,2026-07-16,2026-07-15,1,Premium Economy,1122.87,202.12,81.68,49,1455.67,ixigo,2026-07-15T00:00:00+00:00
MAA-DEL,Akasa Air,2026-07-16,2026-07-15,1,Economy Saver,1242.6,223.67,81.68,35,1582.95,airline site,2026-07-15T00:00:00+00:00
MAA-DEL,SpiceJet,2026-07-16,2026-07-15,1,Economy Flex,1308.99,235.62,81.68,42,1668.29,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,IndiGo,2026-07-22,2026-07-15,7,Economy Saver,1163.36,209.4,81.68,35,1489.44,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India,2026-07-22,2026-07-15,7,Economy Flex,1161.07,208.99,81.68,42,1493.74,Cleartrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India Express,2026-07-22,2026-07-15,7,Premium Economy,1135.92,204.47,81.68,49,1471.07,ixigo,2026-07-15T00:00:00+00:00
MAA-DEL,Akasa Air,2026-07-22,2026-07-15,7,Economy Saver,1278.56,230.14,81.68,35,1625.38,airline site,2026-07-15T00:00:00+00:00
MAA-DEL,SpiceJet,2026-07-22,2026-07-15,7,Economy Flex,1207.54,217.36,81.68,42,1548.58,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,IndiGo,2026-07-30,2026-07-15,15,Economy Saver,1029.65,185.34,81.68,35,1331.67,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India,2026-07-30,2026-07-15,15,Economy Flex,964.06,173.53,81.68,42,1261.27,Cleartrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India Express,2026-07-30,2026-07-15,15,Premium Economy,1112.34,200.22,81.68,49,1443.24,ixigo,2026-07-15T00:00:00+00:00
MAA-DEL,Akasa Air,2026-07-30,2026-07-15,15,Economy Saver,1080.3,194.45,81.68,35,1391.43,airline site,2026-07-15T00:00:00+00:00
MAA-DEL,SpiceJet,2026-07-30,2026-07-15,15,Economy Flex,1085.62,195.41,81.68,42,1404.71,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,IndiGo,2026-08-14,2026-07-15,30,Economy Saver,875.0,157.5,81.68,35,1149.18,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India,2026-08-14,2026-07-15,30,Economy Flex,926.33,166.74,81.68,42,1216.75,Cleartrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India Express,2026-08-14,2026-07-15,30,Premium Economy,928.36,167.1,81.68,49,1226.14,ixigo,2026-07-15T00:00:00+00:00
MAA-DEL,Akasa Air,2026-08-14,2026-07-15,30,Economy Saver,1004.33,180.78,81.68,35,1301.79,airline site,2026-07-15T00:00:00+00:00
MAA-DEL,SpiceJet,2026-08-14,2026-07-15,30,Economy Flex,988.06,177.85,81.68,42,1289.59,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,IndiGo,2026-08-29,2026-07-15,45,Economy Saver,702.6,126.47,81.68,35,945.75,MakeMyTrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India,2026-08-29,2026-07-15,45,Economy Flex,721.6,129.89,81.68,42,975.17,Cleartrip,2026-07-15T00:00:00+00:00
MAA-DEL,Air India Express,2026-08-29,2026-07-15,45,Premium Economy,730.9,131.56,81.68,49,993.14,ixigo,2026-07-15T00:00:00+00:00
MAA-DEL,Akasa Air,2026-08-29,2026-07-15,45,Economy Saver,742.57,133.66,81.68,35,992.91,airline site,2026-07-15T00:00:00+00:00
MAA-DEL,SpiceJet,2026-08-29,2026-07-15,45,Economy Flex,783.46,141.02,81.68,42,1048.16,MakeMyTrip,2026-07-15T00:00:00+00:00
DEL-BOM,IndiGo,2026-07-17,2026-07-16,1,Economy Flex,913.0,164.34,70.48,35,1182.82,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,Air India,2026-07-17,2026-07-16,1,Premium Economy,1006.22,181.12,70.48,42,1299.82,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BOM,Air India Express,2026-07-17,2026-07-16,1,Economy Saver,997.21,179.5,70.48,49,1296.19,Cleartrip,2026-07-16T00:00:00+00:00
DEL-BOM,Akasa Air,2026-07-17,2026-07-16,1,Economy Flex,1033.62,186.05,70.48,35,1325.15,ixigo,2026-07-16T00:00:00+00:00
DEL-BOM,SpiceJet,2026-07-17,2026-07-16,1,Premium Economy,1162.66,209.28,70.48,42,1484.42,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,IndiGo,2026-07-23,2026-07-16,7,Economy Flex,790.42,142.28,70.48,35,1038.18,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,Air India,2026-07-23,2026-07-16,7,Premium Economy,817.56,147.16,70.48,42,1077.2,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BOM,Air India Express,2026-07-23,2026-07-16,7,Economy Saver,853.07,153.55,70.48,49,1126.1,Cleartrip,2026-07-16T00:00:00+00:00
DEL-BOM,Akasa Air,2026-07-23,2026-07-16,7,Economy Flex,821.04,147.79,70.48,35,1074.31,ixigo,2026-07-16T00:00:00+00:00
DEL-BOM,SpiceJet,2026-07-23,2026-07-16,7,Premium Economy,867.68,156.18,70.48,42,1136.34,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,IndiGo,2026-07-31,2026-07-16,15,Economy Flex,758.38,136.51,70.48,35,1000.37,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,Air India,2026-07-31,2026-07-16,15,Premium Economy,822.16,147.99,70.48,42,1082.63,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BOM,Air India Express,2026-07-31,2026-07-16,15,Economy Saver,822.74,148.09,70.48,49,1090.31,Cleartrip,2026-07-16T00:00:00+00:00
DEL-BOM,Akasa Air,2026-07-31,2026-07-16,15,Economy Flex,860.83,154.95,70.48,35,1121.26,ixigo,2026-07-16T00:00:00+00:00
DEL-BOM,SpiceJet,2026-07-31,2026-07-16,15,Premium Economy,923.26,166.19,70.48,42,1201.93,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-15,2026-07-16,30,Economy Flex,667.41,120.13,70.48,35,893.02,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,Air India,2026-08-15,2026-07-16,30,Premium Economy,664.0,119.52,70.48,42,896.0,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-15,2026-07-16,30,Economy Saver,671.68,120.9,70.48,49,912.06,Cleartrip,2026-07-16T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-15,2026-07-16,30,Economy Flex,741.21,133.42,70.48,35,980.11,ixigo,2026-07-16T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-15,2026-07-16,30,Premium Economy,753.39,135.61,70.48,42,1001.48,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,IndiGo,2026-08-30,2026-07-16,45,Economy Flex,492.94,88.73,70.48,35,687.15,airline site,2026-07-16T00:00:00+00:00
DEL-BOM,Air India,2026-08-30,2026-07-16,45,Premium Economy,529.28,95.27,70.48,42,737.03,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BOM,Air India Express,2026-08-30,2026-07-16,45,Economy Saver,552.75,99.49,70.48,49,771.72,Cleartrip,2026-07-16T00:00:00+00:00
DEL-BOM,Akasa Air,2026-08-30,2026-07-16,45,Economy Flex,579.59,104.33,70.48,35,789.4,ixigo,2026-07-16T00:00:00+00:00
DEL-BOM,SpiceJet,2026-08-30,2026-07-16,45,Premium Economy,597.77,107.6,70.48,42,817.85,airline site,2026-07-16T00:00:00+00:00
DEL-BLR,IndiGo,2026-07-17,2026-07-16,1,Economy Flex,1267.07,228.07,81.32,35,1611.46,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BLR,Air India,2026-07-17,2026-07-16,1,Premium Economy,1336.54,240.58,81.32,42,1700.44,Cleartrip,2026-07-16T00:00:00+00:00
DEL-BLR,Air India Express,2026-07-17,2026-07-16,1,Economy Saver,1356.24,244.12,81.32,49,1730.68,ixigo,2026-07-16T00:00:00+00:00
DEL-BLR,Akasa Air,2026-07-17,2026-07-16,1,Economy Flex,1358.88,244.6,81.32,35,1719.8,airline site,2026-07-16T00:00:00+00:00
DEL-BLR,SpiceJet,2026-07-17,2026-07-16,1,Premium Economy,1435.77,258.44,81.32,42,1817.53,MakeMyTrip,2026-07-16T00:00:00+00:00
DEL-BLR,IndiGo,2026-07-23,2026-07-16,7,Economy Flex,1071.43,192.86,81.32,35,1380.61,MakeMyTrip,2026-07-16T00:00:00+00:00
